frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
30,618.6781,622.9494,612.9058,641.9841,608.16034,696.10046,599.2445,800.6058,646.25244,678.89874,670.2594,722.50104,657.61804,703.37427,660.09406,702.7579,719.2059,432.02893,424.28345,426.46576,402.17932,410.26886,385.3188,385.08087,439.21173,424.7306,445.5204,446.44855,409.43677,406.19397,428.0877,418.93878,451.74457,426.6502,0.30601463,0.55106986,0.09627417,0.50920826,0.02436614,0.73078287,0.120290995,0.93541133,0.075194746,0.912228,0.18312034,0.3221448,0.09507403,0.07406947,0.014639944,0.022641659,0.0067954063
31,619.1133,623.5677,613.31366,642.09656,607.7283,695.0414,597.13995,800.6355,645.1035,679.23016,670.4701,718.0516,652.524,702.73914,659.06287,701.1789,717.87134,430.648,423.0672,425.06226,401.35596,409.04517,384.3816,384.38733,438.82574,425.45496,446.49176,447.64917,409.40216,406.47156,424.75146,416.20917,448.78003,424.56714,0.30393958,0.540761,0.09988269,0.4896698,0.025678933,0.7300546,0.118064106,0.9358599,0.074094385,0.9125763,0.17978626,0.31623852,0.091567695,0.07330188,0.014438808,0.023052245,0.0068879724
32,617.85913,622.6673,612.06396,641.67084,606.26666,694.6802,594.2614,801.4999,642.0061,678.01105,668.5141,717.82935,650.59784,703.1479,658.2232,701.70166,718.0253,430.51166,422.9972,424.90833,401.61194,409.10876,384.38086,384.685,438.95508,426.77124,445.43396,447.73218,408.92847,406.30206,424.489,416.40936,449.17236,425.4051,0.3153004,0.55151534,0.106357574,0.49149168,0.02720496,0.74494755,0.12612423,0.93943304,0.07760808,0.91648555,0.18530792,0.3343191,0.09825531,0.078445435,0.015456885,0.024419546,0.0072758794
33,618.6934,623.0089,613.4476,640.93427,608.6093,692.73865,598.2217,800.5524,651.5858,676.8282,673.9673,717.95953,654.2484,709.29645,666.8375,708.588,723.3107,428.63342,421.44366,423.3366,400.75403,408.24573,383.3783,384.84326,438.05652,427.46918,444.96106,445.11652,406.25623,404.2599,419.2862,412.09418,442.3546,419.61407,0.31213152,0.52667385,0.10211766,0.47549722,0.027404577,0.7497571,0.13522574,0.9409754,0.087884575,0.92133206,0.20931569,0.34301272,0.104207814,0.08323845,0.017441183,0.026172996,0.008161515
34,619.7423,623.5911,615.10284,640.6934,611.6609,691.8928,603.88007,799.6216,661.1223,676.2366,677.5467,719.56586,659.8882,709.74963,670.2477,710.3088,723.8395,426.70636,419.85193,421.63025,400.0327,407.20612,383.16772,384.7564,437.4693,426.78406,444.3933,443.0952,405.0716,402.89368,416.87354,409.5351,439.13892,416.43854,0.32155794,0.5231507,0.101929724,0.48240963,0.027795583,0.759874,0.1551596,0.9405185,0.10424143,0.9227222,0.23971155,0.3633051,0.119069874,0.09322211,0.021101058,0.02967453,0.009777039
35,618.95233,622.8614,614.40515,640.25854,611.39685,691.53455,604.44885,799.3357,662.3375,674.74146,676.2386,719.82776,660.6847,709.87305,670.7735,710.96844,724.19006,426.45197,419.51794,421.3252,399.54376,406.8167,382.67084,384.51697,437.6145,427.09998,444.85223,443.22607,405.5512,403.39166,417.09735,409.78845,439.90314,417.26837,0.3242347,0.52800137,0.09985685,0.4913453,0.026494235,0.762442,0.15608743,0.9416294,0.10506904,0.9238956,0.24170494,0.36376077,0.11919287,0.092369735,0.020885319,0.029078633,0.009578347
36,617.25555,620.9726,613.17596,638.60205,611.8047,690.6022,607.4271,799.5677,668.9646,673.3447,677.8323,721.78253,664.8982,710.8994,673.4393,713.08344,724.8262,424.82977,418.16614,419.88135,399.00024,406.0708,382.6172,384.23535,438.1454,427.10876,444.3861,442.50934,406.66974,404.17053,417.02777,409.3145,440.9804,417.70203,0.33649978,0.53248847,0.10017079,0.50217754,0.026257992,0.7682793,0.17198545,0.940451,0.11867866,0.9232465,0.26399535,0.36576477,0.12562549,0.09073606,0.021711916,0.027881473,0.0095973015
37,617.8696,621.65643,613.75385,639.23376,612.0144,690.8808,606.58105,799.5246,667.1269,675.8443,678.9769,719.88434,662.4097,709.1061,671.581,710.77783,723.5443,426.29022,419.5797,421.28125,400.09167,407.09387,383.17114,384.78607,438.06348,427.33917,444.68616,442.6942,405.86676,403.45184,416.22675,408.70886,439.71344,416.87885,0.32286805,0.52121633,0.09727034,0.49546477,0.02608648,0.75855434,0.16055742,0.9381782,0.109766304,0.9200902,0.24778166,0.35665244,0.1195803,0.090049565,0.021140903,0.02840811,0.009637237
38,617.0827,621.10596,612.67303,639.4421,610.66235,691.51965,605.2466,799.9999,664.71204,677.3829,678.9636,720.0083,661.22516,710.1345,671.3158,711.1639,723.8203,428.50916,421.56488,423.3308,401.61542,408.8202,384.6136,385.96613,437.68713,426.5067,445.71277,444.3228,405.61853,403.097,418.185,410.39014,440.62738,417.3766,0.32573253,0.5378932,0.098928005,0.5092219,0.025338352,0.7500378,0.14860332,0.9353112,0.09813213,0.9164189,0.22843802,0.34295192,0.11113265,0.08573809,0.019636005,0.027353585,0.009129196
39,616.92456,620.8585,612.85675,638.9093,611.4543,690.5109,606.5641,799.89185,668.3713,677.37415,680.6456,718.3471,660.9892,709.95056,672.34674,711.07416,723.33765,427.70288,420.93445,422.60883,401.3916,408.3905,384.28595,386.08655,437.52063,427.33246,445.72638,443.69415,405.03168,402.6872,415.62317,408.24646,438.14728,415.62122,0.32870266,0.5329927,0.09882301,0.5104085,0.025663674,0.7581393,0.15677673,0.93712133,0.104987144,0.9189051,0.24034327,0.34981087,0.11532065,0.0880003,0.020616949,0.028044105,0.0095078945
40,616.24347,620.3103,612.06934,638.6456,610.4659,690.638,604.82697,799.9944,665.2193,676.90906,678.48663,718.7769,660.29095,709.89435,671.4689,710.807,723.4317,427.58752,420.77216,422.44745,401.22534,408.21948,384.25946,385.89478,437.97504,427.7135,445.98358,444.86523,405.73688,403.38733,416.12415,408.6928,439.6825,416.93365,0.32547647,0.5356697,0.09791425,0.51119137,0.025199115,0.75320613,0.14933091,0.93625665,0.0981603,0.9166533,0.22674298,0.33673424,0.107899666,0.08272597,0.018871158,0.026315868,0.008764535
41,616.56476,620.3357,612.65424,638.251,611.78204,690.1,607.4371,799.62354,669.5215,677.0083,679.9681,718.3527,661.8618,710.33624,673.31744,711.8829,723.9262,427.32294,420.64038,422.33075,401.3028,408.36346,384.3908,386.1371,438.1172,427.78247,445.98187,444.46136,405.6324,403.19305,416.0868,408.5655,440.3683,417.5774,0.32092154,0.5264898,0.09449798,0.5116693,0.024650335,0.74899054,0.1498904,0.9341684,0.10020721,0.9145655,0.2300461,0.3320784,0.10756436,0.08122161,0.0189659,0.025695294,0.008713663
42,616.29987,620.2808,612.39105,638.5397,611.46387,690.2935,607.2774,800.1745,670.26697,676.09796,680.7323,718.92865,662.07336,709.74713,672.48987,711.58813,723.52386,428.4104,421.60944,423.23334,401.99915,408.8919,384.79547,386.52734,438.2942,427.87793,445.49683,443.32275,405.94263,403.44653,416.62872,409.0589,440.80005,418.0417,0.32160413,0.52737314,0.09471357,0.51059777,0.024377853,0.7437015,0.1481243,0.9330809,0.100863844,0.91449875,0.23336259,0.32524258,0.10549846,0.078202456,0.018339574,0.024464428,0.008331984
43,615.5508,619.6905,611.71985,638.3645,611.1316,690.2397,607.4266,800.27966,670.9542,675.95154,680.6959,719.27545,662.43286,709.09015,671.8104,711.1765,722.8235,429.10803,422.37805,423.91577,402.9643,409.65747,385.61755,386.96777,438.63757,427.5575,445.95068,443.43848,406.07153,403.32965,415.85553,407.98877,439.40955,416.2403,0.32648516,0.5370008,0.09495637,0.5236028,0.023896813,0.7472135,0.14973202,0.93413866,0.101718575,0.9157651,0.23560241,0.32664412,0.10608521,0.07865775,0.018398583,0.024712682,0.008402497
44,615.726,620.0646,611.31726,639.1801,609.5692,691.8726,604.67773,800.8013,664.7912,676.6038,678.8311,721.9693,662.38367,709.90607,670.28674,711.63556,723.5259,429.80603,422.85156,424.5119,402.9934,409.91614,385.63977,386.71588,438.68005,427.2373,445.203,443.7118,406.74353,404.01685,418.3864,410.33972,441.23486,417.67627,0.33740553,0.5520208,0.10322219,0.51862127,0.025691807,0.74816144,0.15273026,0.9340679,0.1030834,0.915336,0.23654652,0.32741874,0.10699093,0.075867236,0.017629683,0.023347497,0.007908136
