frame,kp_0_x,kp_1_x,kp_2_x,kp_3_x,kp_4_x,kp_5_x,kp_6_x,kp_7_x,kp_8_x,kp_9_x,kp_10_x,kp_11_x,kp_12_x,kp_13_x,kp_14_x,kp_15_x,kp_16_x,kp_0_y,kp_1_y,kp_2_y,kp_3_y,kp_4_y,kp_5_y,kp_6_y,kp_7_y,kp_8_y,kp_9_y,kp_10_y,kp_11_y,kp_12_y,kp_13_y,kp_14_y,kp_15_y,kp_16_y,kp_0_conf,kp_1_conf,kp_2_conf,kp_3_conf,kp_4_conf,kp_5_conf,kp_6_conf,kp_7_conf,kp_8_conf,kp_9_conf,kp_10_conf,kp_11_conf,kp_12_conf,kp_13_conf,kp_14_conf,kp_15_conf,kp_16_conf
20,633.92334,645.92334,620.0145,664.96783,603.2577,692.0057,575.3826,750.7282,508.5761,679.76416,589.95404,660.5309,584.22406,660.1604,574.17194,687.6119,587.65326,328.58875,316.62073,316.60016,323.57965,326.02246,381.1822,381.55377,329.77655,325.89526,305.90906,301.0785,558.34454,558.7239,610.8235,614.75134,619.3939,624.2086,0.9857534,0.9676933,0.965027,0.7896394,0.7114563,0.9666131,0.9849393,0.8996473,0.96188164,0.94352794,0.96963966,0.8000587,0.8426664,0.05725342,0.07945439,0.0038664043,0.005174011
21,634.08246,646.0273,620.0655,665.00366,603.1476,692.04456,575.1732,750.84204,508.34363,680.09607,589.7283,660.373,584.0121,660.12885,574.2498,686.79395,587.9551,328.5713,316.43555,316.5088,323.09412,325.7555,381.06525,381.51617,329.85095,325.76086,306.1388,301.04218,558.7864,559.27356,611.5141,615.77094,620.25037,625.60547,0.98570037,0.96756876,0.9650779,0.7881666,0.71244323,0.96644163,0.9847254,0.8985894,0.9610896,0.9428084,0.96905744,0.79856336,0.8409023,0.057111353,0.07900736,0.0038719475,0.0051651597
22,634.15643,646.1972,620.0342,665.4282,603.0656,692.3164,575.2365,750.6949,508.12207,680.2346,589.8702,660.9973,584.42395,661.1179,574.3995,687.82935,588.32117,328.64722,316.29138,316.4323,322.63953,325.4245,380.85663,381.28528,329.91614,325.5282,306.33264,301.21588,559.15283,559.70917,611.05554,615.44495,619.2532,624.8895,0.98569983,0.967869,0.96489733,0.789629,0.70872855,0.96601796,0.9844003,0.8976025,0.96018714,0.9424087,0.96853423,0.79529995,0.83769155,0.056315064,0.0776647,0.003845632,0.005120486
23,633.873,646.03827,619.7539,665.5017,602.84033,692.3917,574.981,750.5469,507.68582,679.98065,589.8663,660.26294,583.5823,659.272,572.7911,685.4296,587.36804,328.8515,316.3141,316.47638,322.3365,325.12347,380.57593,380.9344,329.8307,325.28552,306.4342,301.227,558.93945,559.32715,610.6002,614.6664,618.96814,624.2416,0.9856026,0.9679459,0.96456695,0.7919382,0.7052431,0.9657105,0.98426586,0.89628446,0.9596765,0.94179463,0.96811247,0.7923976,0.83548117,0.055825412,0.07704133,0.0038360357,0.0051113963
24,633.6609,645.8414,619.4672,665.537,602.6717,692.51196,575.2311,750.2894,507.48212,679.79443,589.6023,660.79474,584.2782,659.7859,573.6994,685.6079,588.3915,328.8584,316.13995,316.47473,321.9333,325.08502,380.46594,381.13867,329.7603,325.40875,306.37695,301.32263,559.1816,559.7459,609.8602,614.1831,618.6944,624.17334,0.98556864,0.96809673,0.96433574,0.79338825,0.70207167,0.9653455,0.984092,0.8948469,0.95906013,0.9411249,0.96773297,0.78929424,0.8330608,0.05557236,0.07679233,0.0038528442,0.005141735
25,633.25934,645.61035,619.0916,665.69073,602.49774,692.6471,575.1563,750.2465,507.25452,679.87695,589.61365,660.73694,583.97925,659.34155,572.4488,685.5407,587.448,328.95746,316.10925,316.45105,321.78143,324.91718,380.28772,381.0891,329.34583,325.30402,306.31073,301.2854,559.7608,560.30835,609.8066,614.06287,618.7634,624.0256,0.9855602,0.9688447,0.96374685,0.7991661,0.6931337,0.9649934,0.98350775,0.894256,0.9572288,0.9407672,0.966503,0.7864934,0.82901734,0.05522263,0.075416505,0.0038612485,0.005114585
26,632.9629,645.41925,618.8002,665.78705,602.3143,692.90643,575.2249,750.40186,506.93707,680.0779,589.26953,660.7776,583.87866,659.6412,572.21466,686.20374,587.4667,329.0617,316.10303,316.46442,321.5957,324.739,379.92126,380.72418,329.13635,325.22388,306.35876,301.30157,558.6058,559.0206,609.0148,612.70355,617.7552,622.0863,0.9855392,0.96901166,0.96350086,0.8014357,0.6898539,0.96479297,0.9835206,0.8938848,0.9574144,0.94076246,0.9666666,0.785488,0.8287113,0.054811418,0.075154126,0.0038299859,0.0050940216
27,632.88837,645.3231,618.65796,665.8064,602.23126,693.1402,575.3291,750.37274,506.8498,680.4544,589.511,660.98425,584.021,659.5543,572.2292,685.9787,588.01825,329.02368,315.88422,316.4035,321.08856,324.58008,379.55768,380.5976,329.01984,325.15918,306.52094,301.38397,559.141,559.6484,609.75507,613.54895,618.5101,622.8328,0.9855737,0.969006,0.9635031,0.8016298,0.68942475,0.9649254,0.98373526,0.8941047,0.95803165,0.9409853,0.9670956,0.7867733,0.8304554,0.054778397,0.07545796,0.003806889,0.0050824583
28,632.912,645.30194,618.6499,665.75146,602.25006,693.3228,575.42523,750.31616,506.78247,679.9066,589.785,661.1272,584.04144,659.68414,572.17206,686.379,588.2123,328.93115,315.77643,316.3703,321.03644,324.7251,379.42242,380.64294,328.76782,325.136,306.15186,301.29358,559.37915,559.92145,608.9297,612.6639,617.9626,622.00745,0.9855592,0.9688629,0.9635056,0.8006313,0.6897516,0.9646069,0.9837419,0.89355224,0.9583316,0.9409822,0.9673953,0.7829888,0.8279991,0.05325511,0.073728114,0.0036948323,0.0049494207
29,633.02057,645.30396,618.65204,665.6016,602.1179,693.181,575.2747,750.09296,506.80426,679.6907,589.35614,660.7414,583.6086,660.01196,572.29297,686.2953,587.90106,328.6582,315.45563,316.17255,320.71277,324.69684,379.20154,380.64594,328.5763,325.03674,306.1643,301.33344,559.2033,559.90076,609.3673,613.48724,618.061,622.60583,0.98558617,0.96848077,0.9639138,0.7968855,0.69476986,0.96469307,0.9839809,0.8936855,0.9591274,0.94104207,0.96791565,0.7851844,0.83058167,0.053467244,0.074419886,0.003691107,0.0049590766
